Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-20,16:35,Collingwood,St Kilda,MCG,81,37,,12,9,5,7, 1.47 , 2.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-20,13:45,North Melbourne,Sydney,Marvel Stadium,60,71,,8,12,10,11, 1.60 , 2.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-20,19:50,Western Bulldogs,GWS Giants,Marvel Stadium,57,33,,8,9,4,9, 2.00 , 1.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-20,19:40,Richmond,Hawthorn,MCG,39,71,,5,9,11,5, 1.52 , 2.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-20,18:05,St Kilda,Western Bulldogs,Marvel Stadium,88,49,,14,4,7,7, 2.28 , 1.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-20,15:35,Sydney,Essendon,SCG,73,79,,11,7,12,7, 1.73 , 2.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-20,13:05,GWS Giants,North Melbourne,ENGIE Stadium,60,80,,8,12,12,8, 1.31 , 3.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-20,19:40,Gold Coast,West Coast,People First Stadium,90,46,,14,6,6,10, 5.44 , 1.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-20,19:10,Port Adelaide,Adelaide,Adelaide Oval,110,35,,17,8,5,5, 1.44 , 2.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-20,16:35,Carlton,Melbourne,Marvel Stadium,53,54,,7,11,8,6, 2.29 , 1.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-20,13:45,Brisbane,Fremantle,Gabba,81,69,,12,9,10,9, 1.30 , 3.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-20,19:50,Geelong,Hawthorn,GMHBA Stadium,108,47,,17,6,7,5, 1.65 , 2.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun-20,19:40,Collingwood,Richmond,MCG,36,36,,5,6,5,6, 2.34 , 1.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,15:20,West Coast,Melbourne,Optus Stadium,78,51,,12,6,7,9, 1.29 , 3.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,15:20,Hawthorn,Brisbane,MCG,90,62,,14,6,9,8, 1.73 , 2.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,13:10,North Melbourne,St Kilda,Marvel Stadium,56,54,,8,8,7,12, 1.79 , 1.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-20,18:40,Gold Coast,Port Adelaide,People First Stadium,29,76,,4,5,10,16, 2.93 , 1.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-20,19:40,GWS Giants,Geelong,ENGIE Stadium,105,73,,17,3,11,7, 1.48 , 2.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-20,16:05,Adelaide,Sydney,Adelaide Oval,71,74,,11,5,11,8, 1.68 , 2.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-20,13:45,Essendon,Fremantle,Marvel Stadium,63,57,,9,9,8,9, 1.38 , 2.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-20,19:50,Western Bulldogs,Collingwood,Marvel Stadium,34,86,,5,4,13,8, 1.81 , 1.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-20,19:40,Richmond,Carlton,MCG,105,81,,16,9,12,9, 1.25 , 3.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-19,14:30,Richmond,GWS Giants,MCG,114,25,Y,17,12,3,7, 1.39 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-19,16:35,Collingwood,GWS Giants,MCG,52,56,Y,7,10,8,8, 1.29 , 3.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-19,19:50,Richmond,Geelong,MCG,85,66,Y,12,13,9,12, 1.34 , 3.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep-19,16:35,Brisbane,GWS Giants,Gabba,80,83,Y,11,14,12,11, 1.66 , 2.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-19,19:50,Geelong,West Coast,MCG,88,68,Y,13,10,10,8, 1.84 , 1.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Sep-19,19:25,Brisbane,Richmond,Gabba,65,112,Y,8,17,18,4, 2.25 , 1.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Sep-19,15:20,GWS Giants,Western Bulldogs,ENGIE Stadium,113,55,Y,16,17,8,7, 1.74 , 2.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Sep-19,19:50,Geelong,Collingwood,MCG,51,61,Y,7,9,9,7, 1.71 , 2.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Sep-19,18:10,West Coast,Essendon,Optus Stadium,116,61,Y,17,14,9,7, 1.23 , 4.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-19,16:10,Port Adelaide,Fremantle,Adelaide Oval,110,67,,15,20,10,7, 1.27 , 3.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-19,15:20,Richmond,Brisbane,MCG,82,55,,12,10,8,7, 1.34 , 3.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug-19,13:10,Western Bulldogs,Adelaide,Mars Stadium,121,87,,18,13,13,9, 1.34 , 3.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-19,18:10,West Coast,Hawthorn,Optus Stadium,67,105,,9,13,16,9, 1.24 , 4.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-19,19:25,Gold Coast,GWS Giants,People First Stadium,55,127,,7,13,20,7, 8.81 , 1.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-19,16:35,Geelong,Carlton,GMHBA Stadium,129,61,,19,15,8,13, 1.15 , 5.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-19,14:10,North Melbourne,Melbourne,Blundstone Arena,88,83,,13,10,12,11, 1.26 , 3.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug-19,13:45,Sydney,St Kilda,SCG,109,64,,17,7,8,16, 1.36 , 3.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-19,19:50,Collingwood,Essendon,MCG,76,65,,10,16,10,5, 1.19 , 4.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-19,16:40,Hawthorn,Gold Coast,Marvel Stadium,118,48,,18,10,7,6, 1.02 , 13.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-19,15:20,GWS Giants,Western Bulldogs,ENGIE Stadium,65,126,,9,11,19,12, 1.69 , 2.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug-19,13:10,Richmond,West Coast,MCG,88,82,,13,10,13,4, 1.55 , 2.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-19,18:10,Fremantle,Essendon,Optus Stadium,55,87,,7,13,13,9, 1.61 , 2.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-19,19:25,North Melbourne,Port Adelaide,Marvel Stadium,144,58,,22,12,8,10, 2.09 , 1.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-19,16:35,Adelaide,Collingwood,Adelaide Oval,48,114,,6,12,17,12, 1.64 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-19,14:10,Brisbane,Geelong,Gabba,75,74,,10,15,10,14, 1.68 , 2.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-19,13:45,Carlton,St Kilda,MCG,78,68,,11,12,10,8, 1.98 , 1.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-19,19:50,Melbourne,Sydney,MCG,42,95,,5,12,15,5, 1.69 , 2.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-19,14:40,West Coast,Adelaide,Optus Stadium,90,80,,13,12,12,8, 1.18 , 4.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-19,15:20,Richmond,Carlton,MCG,73,45,,11,7,6,9, 1.20 , 4.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug-19,13:10,St Kilda,Fremantle,Marvel Stadium,72,69,,10,12,10,9, 1.48 , 2.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-19,19:25,Essendon,Western Bulldogs,Marvel Stadium,33,137,,4,9,21,11, 2.21 , 1.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-19,19:25,Geelong,North Melbourne,GMHBA Stadium,69,14,,9,15,1,8, 1.32 , 3.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-19,16:35,Brisbane,Gold Coast,Gabba,144,53,,22,12,8,5, 1.02 , 13.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-19,13:40,Port Adelaide,Sydney,Adelaide Oval,103,56,,15,13,7,14, 1.32 , 3.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-19,13:45,Melbourne,Collingwood,MCG,53,70,,7,11,10,10, 2.60 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Aug-19,19:50,GWS Giants,Hawthorn,Manuka Oval,29,85,,4,5,13,7, 1.43 , 2.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-19,16:00,Brisbane,Western Bulldogs,Gabba,98,80,,14,14,11,14, 1.35 , 3.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-19,15:20,Carlton,West Coast,Marvel Stadium,75,99,,11,9,15,9, 3.52 , 1.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Aug-19,13:10,Collingwood,Gold Coast,MCG,120,51,,18,12,8,3, 1.09 , 7.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-19,19:10,Adelaide,St Kilda,Adelaide Oval,92,70,,14,8,10,10, 1.32 , 3.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-19,19:25,Melbourne,Richmond,MCG,60,93,,9,6,13,15, 4.73 , 1.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-19,14:35,Fremantle,Geelong,Optus Stadium,95,61,,14,11,9,7, 3.63 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-19,14:10,GWS Giants,Sydney,ENGIE Stadium,83,81,,12,11,12,9, 1.35 , 3.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Aug-19,13:45,Essendon,Port Adelaide,Marvel Stadium,67,126,,9,13,19,12, 1.63 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Aug-19,19:50,North Melbourne,Hawthorn,Marvel Stadium,86,64,,12,14,9,10, 1.78 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-19,16:30,Gold Coast,Essendon,People First Stadium,96,106,,15,6,16,10, 5.21 , 1.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-19,15:20,Sydney,Geelong,SCG,80,107,,12,8,16,11, 2.68 , 1.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-19,13:10,Western Bulldogs,Fremantle,Marvel Stadium,113,66,,16,17,9,12, 1.47 , 2.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-19,19:10,Port Adelaide,GWS Giants,Adelaide Oval,55,56,,7,13,8,8, 1.84 , 1.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-19,19:25,St Kilda,Melbourne,Marvel Stadium,104,85,,15,14,13,7, 1.94 , 1.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-19,14:35,West Coast,North Melbourne,Optus Stadium,121,72,,18,13,10,12, 1.45 , 2.73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-19,14:10,Carlton,Adelaide,MCG,87,60,,13,9,9,6, 2.51 , 1.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jul-19,13:45,Hawthorn,Brisbane,UTAS Stadium,60,87,,7,18,13,9, 1.79 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-19,19:50,Collingwood,Richmond,MCG,66,98,,9,12,14,14, 2.36 , 1.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-19,16:40,St Kilda,Western Bulldogs,Marvel Stadium,116,89,,17,14,14,5, 2.74 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-19,14:50,Melbourne,West Coast,Traeger Park,78,91,,11,12,14,7, 2.60 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-19,13:10,Geelong,Hawthorn,MCG,61,85,,8,13,12,13, 1.40 , 2.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-19,18:10,Fremantle,Sydney,Optus Stadium,52,51,,7,10,7,9, 1.74 , 2.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-19,19:25,Brisbane,North Melbourne,Gabba,87,75,,12,15,12,3, 1.41 , 2.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-19,16:35,GWS Giants,Collingwood,ENGIE Stadium,122,75,,19,8,11,9, 2.04 , 1.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-19,14:10,Carlton,Gold Coast,Marvel Stadium,99,75,,15,9,11,9, 1.17 , 4.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jul-19,13:45,Richmond,Port Adelaide,MCG,101,63,,15,11,9,9, 1.36 , 3.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-19,19:20,Adelaide,Essendon,Adelaide Oval,75,96,,10,15,15,6, 1.32 , 3.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-19,16:10,Port Adelaide,Brisbane,Adelaide Oval,49,97,,6,13,14,13, 1.43 , 2.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-19,15:20,Western Bulldogs,Melbourne,Marvel Stadium,74,66,,10,14,9,12, 1.75 , 2.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-19,13:10,Richmond,GWS Giants,MCG,94,67,,13,16,9,13, 1.45 , 2.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-19,19:25,Geelong,St Kilda,GMHBA Stadium,84,57,,12,12,8,9, 1.07 , 8.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-19,19:25,Gold Coast,Adelaide,People First Stadium,56,151,,8,8,23,13, 5.49 , 1.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-19,16:35,Essendon,North Melbourne,Marvel Stadium,86,81,,12,14,12,9, 1.98 , 1.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-19,14:10,Hawthorn,Fremantle,UTAS Stadium,84,53,,12,12,8,5, 1.43 , 2.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-19,13:45,Sydney,Carlton,SCG,62,69,,8,14,9,15, 1.27 , 3.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-19,18:10,West Coast,Collingwood,Optus Stadium,77,78,,12,5,11,12, 1.25 , 3.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-19,16:40,GWS Giants,Brisbane,ENGIE Stadium,74,94,,11,8,14,10, 1.36 , 3.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-19,15:20,North Melbourne,St Kilda,Blundstone Arena,112,73,,17,10,11,7, 1.28 , 3.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-19,13:10,Carlton,Melbourne,MCG,100,105,,15,10,15,15, 2.92 , 1.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-19,18:10,Fremantle,West Coast,Optus Stadium,31,122,,2,19,19,8, 2.77 , 1.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-19,19:25,Western Bulldogs,Geelong,Marvel Stadium,71,55,,10,11,7,13, 3.66 , 1.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-19,16:35,Adelaide,Port Adelaide,Adelaide Oval,44,101,,5,14,15,11, 1.66 , 2.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-19,14:10,Gold Coast,Richmond,People First Stadium,58,150,,9,4,23,12, 4.57 , 1.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jul-19,13:45,Essendon,Sydney,MCG,76,66,,11,10,9,12, 1.51 , 2.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-19,19:50,Hawthorn,Collingwood,MCG,67,63,,9,13,9,9, 2.65 , 1.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-19,15:20,Fremantle,Carlton,Optus Stadium,75,79,,11,9,11,13, 1.15 , 5.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-19,15:20,Brisbane,Melbourne,Gabba,107,74,,15,17,11,8, 1.51 , 2.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-19,13:10,St Kilda,Richmond,Marvel Stadium,70,103,,10,10,16,7, 3.33 , 1.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-19,19:10,Port Adelaide,Western Bulldogs,Adelaide Oval,41,66,,5,11,10,6, 1.31 , 3.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-19,19:25,Collingwood,North Melbourne,Marvel Stadium,37,81,,5,7,11,15, 1.33 , 3.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-19,16:35,Sydney,Gold Coast,SCG,93,51,,14,9,7,9, 1.13 , 5.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-19,13:45,Hawthorn,West Coast,MCG,71,77,,9,17,11,11, 2.14 , 1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jun-19,19:50,Geelong,Adelaide,GMHBA Stadium,96,69,,14,12,10,9, 1.25 , 3.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jun-19,19:20,Essendon,GWS Giants,Marvel Stadium,77,71,,12,5,10,11, 2.25 , 1.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jun-19,15:20,Western Bulldogs,Collingwood,Marvel Stadium,73,82,,10,13,13,4, 3.56 , 1.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-19,19:10,Port Adelaide,Geelong,Adelaide Oval,67,56,,9,13,8,8, 2.71 , 1.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-19,16:35,St Kilda,Brisbane,Marvel Stadium,59,115,,8,11,17,13, 2.13 , 1.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jun-19,13:45,Melbourne,Fremantle,MCG,85,71,,13,7,11,5, 1.57 , 2.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-19,19:50,Sydney,Hawthorn,SCG,82,63,,12,10,9,9, 1.51 , 2.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-19,18:10,West Coast,Essendon,Optus Stadium,106,71,,14,22,11,5, 1.38 , 3.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-19,15:20,North Melbourne,GWS Giants,Blundstone Arena,68,91,,10,8,14,7, 2.54 , 1.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-19,19:25,Carlton,Western Bulldogs,Marvel Stadium,100,103,,15,10,15,13, 2.62 , 1.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-19,14:35,Fremantle,Port Adelaide,Optus Stadium,100,79,,15,10,12,7, 1.82 , 1.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun-19,13:45,Gold Coast,St Kilda,Riverway Stadium,76,80,,11,10,11,14, 2.47 , 1.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-19,19:50,Essendon,Hawthorn,Marvel Stadium,96,77,,14,12,11,11, 1.66 , 2.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun-19,19:20,Adelaide,Richmond,Adelaide Oval,101,68,,15,11,9,14, 1.21 , 4.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-19,15:20,Collingwood,Melbourne,MCG,98,57,,15,8,7,15, 1.43 , 2.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-19,15:20,Sydney,West Coast,SCG,116,71,,18,8,10,11, 1.88 , 1.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-19,19:10,Adelaide,GWS Giants,Adelaide Oval,82,61,,12,10,9,7, 1.86 , 1.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-19,16:35,Gold Coast,North Melbourne,People First Stadium,72,99,,11,6,14,15, 3.17 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun-19,13:45,Carlton,Brisbane,Marvel Stadium,78,63,,11,12,9,9, 2.80 , 1.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-19,19:50,Richmond,Geelong,MCG,37,104,,5,7,16,8, 2.91 , 1.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-19,15:20,West Coast,Western Bulldogs,Optus Stadium,133,72,,21,7,10,12, 1.23 , 4.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-19,15:20,Essendon,Carlton,MCG,74,33,,11,8,4,9, 1.41 , 2.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-19,12:40,St Kilda,Port Adelaide,Jiangwan Sports Centre,69,139,,9,15,22,7, 3.17 , 1.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,19:10,Melbourne,Adelaide,TIO Stadium,88,90,,12,16,14,6, 2.40 , 1.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,19:25,Brisbane,Hawthorn,Gabba,85,66,,12,13,10,6, 1.63 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,16:35,Geelong,Sydney,GMHBA Stadium,85,63,,13,7,8,15, 1.16 , 5.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,13:45,Collingwood,Fremantle,MCG,75,79,,11,9,11,13, 1.15 , 5.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-19,13:45,GWS Giants,Gold Coast,ENGIE Stadium,126,43,,19,12,6,7, 1.04 , 10.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-19,19:50,North Melbourne,Richmond,Marvel Stadium,99,62,,15,9,9,8, 3.01 , 1.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-19,15:20,Fremantle,Brisbane,Optus Stadium,73,72,,10,13,10,12, 1.68 , 2.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-19,15:20,St Kilda,Carlton,Marvel Stadium,68,55,,9,14,8,7, 1.50 , 2.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-19,13:10,Melbourne,GWS Giants,MCG,68,94,,10,8,14,10, 2.48 , 1.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-19,19:25,Gold Coast,Geelong,People First Stadium,64,91,,9,10,13,13, 6.24 , 1.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-19,19:25,Richmond,Essendon,MCG,73,50,,10,13,6,14, 1.63 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-19,16:05,Adelaide,West Coast,Adelaide Oval,73,85,,10,13,13,7, 1.55 , 2.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
